number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
12	0.003373360521612164	2020-07-16 20:16:11.477603	2020-07-16 20:23:30.497071	0.6643122574214566	2.815029550316151	128	2	4	0.07928671505188255	256	0.9286477652095791	0.00039020214988797424	0.003373360521612164	0.0012209551141655968	0.0018377262543111043	4460.995380510032	0.0024420802452083208	0.00039020214988797424	0.003373360521612164	0.0012209551141655968	0.0018377262543111043	4460.991277093875	0.002442086961204393		2628298770.0	150.0	0.00039020214988797424	0.003373360521612164	0.0012209551141655968	0.0018377262543111043	4460.999483926189	0.002442073675532291	12		COMPLETE
13	0.007904740326762832	2020-07-16 20:23:30.498571	2020-07-16 20:30:34.307056	0.7115492321641916	22.72213254061756	64	1	7	0.01007925887659818	256	0.9140529577338702	0.00562646325806208	0.007904740326762832	0.0061425370692042396	0.006608262215844725	4390.965328650907	0.007362494759259194	0.00562646325806208	0.007904740326762832	0.0061425370692042396	0.006608262215844725	4390.96270422677	0.007362497638037362		3265923679.0	150.0	0.00562646325806208	0.007904740326762832	0.0061425370692042396	0.006608262215844725	4390.9679530750445	0.007362491910208004	13		COMPLETE
14	0.002164992573571986	2020-07-16 20:30:34.308814	2020-07-16 20:41:03.528870	0.17290721249781466	12.936011485948685	128	2	6	0.09693293934260819	128	0.9943083452112881	0.0001636331596304408	0.002164992573571986	0.0005790096417692521	0.0010321476222843189	4777.192797623543	0.0017076118543644502	0.0001636331596304408	0.002164992573571986	0.0005790096417692521	0.0010321476222843189	4777.177000730056	0.0017076196281087918		2755048408.0	150.0	0.0001636331596304408	0.002164992573571986	0.0005790096417692521	0.0010321476222843189	4777.20859451703	0.0017076041060550757	14		COMPLETE
15	0.007514538176874859	2020-07-16 20:41:03.530417	2020-07-16 20:45:48.872309	0.8111523169653351	11.564256488728205	128	1	5	0.08049900063318383	512	0.9228836334301822	0.005752334919316265	0.007514538176874859	0.006129949903078821	0.006583087883593888	4432.575170556101	0.00708778738401368	0.005752334919316265	0.007514538176874859	0.006129949903078821	0.006583087883593888	4432.566762329129	0.007087791027280772		2320375783.0	150.0	0.005752334919316265	0.007514538176874859	0.006129949903078821	0.006583087883593888	4432.583578783073	0.007087783756278531	15		COMPLETE
16	0.0075648868413765325	2020-07-16 20:45:48.873774	2020-07-16 20:56:02.863380	0.729253219622579	13.56787862271227	128	1	5	0.042840736767463784	128	0.9335362136839579	0.005752334919316265	0.0075648868413765325	0.006180298567580495	0.006595675049719306	4484.187580243184	0.007104608214852938	0.005752334919316265	0.0075648868413765325	0.006180298567580495	0.006595675049719306	4484.182878936636	0.007104609627049006		492791696.0	150.0	0.005752334919316265	0.0075648868413765325	0.006180298567580495	0.006595675049719306	4484.192281549732	0.007104606806482198	16		COMPLETE
17	0.0017118545930569192	2020-07-16 20:56:02.864803	2020-07-16 21:06:23.635233	0.9045889035695746	18.53950414725872	64	2	3	0.061371598611577996	128	1.0186162358659991	0.00013845882737960376	0.0017118545930569192	0.00033985348538630015	0.0006419454723963447	4894.064232308738	0.0014751464339240023	0.00013845882737960376	0.0017118545930569192	0.00033985348538630015	0.0006419454723963447	4894.048145910429	0.0014751684033441944		318574811.0	150.0	0.00013845882737960376	0.0017118545930569192	0.00033985348538630015	0.0006419454723963447	4894.080318707046	0.0014751246208387855	17		COMPLETE
18	0.002882461042720842	2020-07-16 21:06:23.637110	2020-07-16 21:13:49.628551	0.605370648406866	22.71322437375719	128	2	9	0.009611939791291907	256	1.0021795707442551	0.00018880749188127785	0.002882461042720842	0.0008055786320267854	0.0013594139415452006	4815.182067064421	0.0020555942908612184	0.0002139818241321149	0.0028950482088462605	0.0008055786320267854	0.0013845882737960375	4815.149384487577	0.0020686088004807437		838544659.0	150.0	0.00018880749188127785	0.002882461042720842	0.0008055786320267854	0.0013594139415452006	4815.214749641265	0.0020475339627100053	18		COMPLETE
19	0.002366387231578682	2020-07-16 21:13:49.630128	2020-07-16 21:18:37.358827	0.819357698726491	15.249678460355318	128	2	3	0.007625524985604956	512	0.9523267569274484	0.0002139818241321149	0.002366387231578682	0.0006797069707726003	0.0011957807819147597	4575.200123354228	0.0019193520269521367	0.0002139818241321149	0.002366387231578682	0.0006797069707726003	0.0011957807819147597	4575.187435490773	0.0019201432438964855		4274998213.0	150.0	0.0002139818241321149	0.002366387231578682	0.0006797069707726003	0.0011957807819147597	4575.212811217682	0.0019186148683362604	19		COMPLETE
20	0.006935528535105606	2020-07-16 21:18:37.360351	2020-07-16 21:28:49.989252	0.8483080991723897	14.003408489647436	128	1	5	0.07254643780894726	128	0.9812091266766912	0.005752334919316265	0.006935528535105606	0.006155124235329658	0.0063313445610855175	4713.50039020215	0.006819861891568103	0.005752334919316265	0.006935528535105606	0.006155124235329658	0.0063313445610855175	4713.492246305666	0.0068198661233878095		2117410725.0	150.0	0.005752334919316265	0.006935528535105606	0.006155124235329658	0.0063313445610855175	4713.508534098633	0.006819857678599386	20		COMPLETE
21	0.002114643909070312	2020-07-16 21:28:49.990729	2020-07-16 21:39:11.883633	0.4395501497088994	11.663299566366437	64	2	2	0.09887621132264056	128	0.9896533721712133	0.00023915615638295194	0.002114643909070312	0.0005790096417692521	0.0009692117916572263	4754.690538227223	0.001665114127320382	0.00023915615638295194	0.002114643909070312	0.0005790096417692521	0.0009692117916572263	4754.6799083654305	0.001665127413739083		3226963794.0	150.0	0.00023915615638295194	0.002114643909070312	0.0005790096417692521	0.0009692117916572263	4754.701168089016	0.001665101072181129	21		COMPLETE
22	0.0028950482088462605	2020-07-16 21:39:11.885259	2020-07-16 21:46:32.613332	0.761648491850857	10.066715764433795	128	2	6	0.0066811149186305294	256	1.0057474424737143	0.000264330488633789	0.0028950482088462605	0.0008936887949047152	0.0014223497721722932	4832.521549228407	0.0020736360573687393	0.000264330488633789	0.0029202225410970973	0.0008936887949047152	0.0014349369382977116	4832.510195604562	0.0020747292623440575		2621641651.0	150.0	0.000264330488633789	0.0028950482088462605	0.0008936887949047152	0.0014223497721722932	4832.532902852252	0.002072655391259737	22		COMPLETE
23	0.0021775797396974047	2020-07-16 21:46:32.614912	2020-07-16 21:57:02.219984	0.2909855484379683	15.776650371841042	128	2	6	0.01343540432480856	128	1.0025534318527507	0.00025174332250837045	0.0021775797396974047	0.0006671198046471818	0.0010321476222843189	4817.135060292526	0.0019719371015746354	0.00025174332250837045	0.002190166905822823	0.0006671198046471818	0.0010447347884097375	4817.1222339702435	0.0019726506509064414		2755370235.0	150.0	0.00025174332250837045	0.0021775797396974047	0.0006671198046471818	0.0010321476222843189	4817.147886614807	0.00197128287381586	23		COMPLETE
24	0.0022656899025753343	2020-07-16 21:57:02.221535	2020-07-16 22:07:09.399315	0.920336193368672	17.731547028164815	64	1	4	0.09022954159492931	128	0.9860410497573521	0.00033985348538630015	0.0022656899025753343	0.000818165798152204	0.001082496286785993	4737.0203219797095	0.0016946747609791941	0.00033985348538630015	0.0022656899025753343	0.000818165798152204	0.001082496286785993	4737.015897590816	0.0016946763506017772		423597246.0	150.0	0.00033985348538630015	0.0022656899025753343	0.000818165798152204	0.001082496286785993	4737.024746368603	0.0016946731799988173	24		COMPLETE
25		2020-07-16 22:07:09.401155	2020-07-16 22:07:12.792550	0.7904269453720799	28.71966716924254	128	1	6	0.09273581940222095	512														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									25	Setting status of trial#25 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
26	0.007904740326762832	2020-07-16 22:07:12.792565	2020-07-16 22:11:50.150216	0.14242953463113325	11.04587973291899	64	1	5	0.06077060678575867	512	0.8804037624966289	0.005928555245072124	0.007904740326762832	0.0063313445610855175	0.006834831206102258	4228.824597840042	0.007569941419471797	0.005928555245072124	0.007904740326762832	0.0063313445610855175	0.006834831206102258	4228.821526571508	0.007569944042111558		3394032151.0	150.0	0.005928555245072124	0.007904740326762832	0.0063313445610855175	0.006834831206102258	4228.827669108577	0.007569938823626778	26		COMPLETE
27		2020-07-16 22:11:50.151765	2020-07-16 22:11:55.034678	0.23479038940329247	20.401973420210446	128	1	10	0.09661886665197356	256														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									27	Setting status of trial#27 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
28		2020-07-16 22:11:55.034692	2020-07-16 22:11:59.920102	0.3651559418031626	7.797629214809397	128	1	9	0.023404722504812986	256														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									28	Setting status of trial#28 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
29		2020-07-16 22:11:59.920117	2020-07-16 22:12:06.555649	0.4605656577045949	16.80610947647987	128	1	3	0.07408140193003487	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									29	Setting status of trial#29 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
30		2020-07-16 22:12:06.555663	2020-07-16 22:12:13.191083	0.6593912073916113	21.37257061633708	128	1	2	0.09788507691844883	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									30	Setting status of trial#30 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
31	0.007048813030234373	2020-07-16 22:12:13.191098	2020-07-16 22:19:17.118122	0.21462603861224755	6.82047392328872	64	1	7	0.07025125547487164	256	0.9798260587511782	0.005777509251567102	0.007048813030234373	0.006029252574075473	0.006356518893336354	4706.8083855700725	0.006772060799406876	0.005777509251567102	0.007048813030234373	0.006029252574075473	0.006356518893336354	4706.805238778541	0.006772061331062386		1887964311.0	150.0	0.005777509251567102	0.007048813030234373	0.006029252574075473	0.006356518893336354	4706.811532361604	0.0067720602687320955	31		COMPLETE
32	0.003574755179618861	2020-07-16 22:19:17.119597	2020-07-16 22:31:17.422437	0.766005374601819	16.31453990116369	64	1	10	0.04167023372781899	128	0.8797914905660722	0.0004279636482642298	0.003574755179618861	0.0011706064496639227	0.0019887722478161268	4225.419335145885	0.002467538871917466	0.0004279636482642298	0.003574755179618861	0.0011706064496639227	0.0019887722478161268	4225.416761070413	0.0024675395318155473		532022814.0	150.0	0.0004279636482642298	0.003574755179618861	0.0011706064496639227	0.0019887722478161268	4225.421909221358	0.002467538213424394	32		COMPLETE
33		2020-07-16 22:31:17.427417	2020-07-16 22:31:22.323923	0.8492552831335867	23.069515954295753	128	1	10	0.041374930156385804	256														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									33	Setting status of trial#33 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
34		2020-07-16 22:31:22.323938	2020-07-16 22:31:30.244513	0.38833411913608773	10.092623165758173	128	2	10	0.02479882023532231	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									34	Setting status of trial#34 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
35	0.008395639805654154	2020-07-16 22:31:30.244528	2020-07-16 22:37:33.626433	0.16169969609415616	1.0078256656791749	64	1	1	0.014194664066554175	256	0.9568736200792952	0.00596631674344838	0.008395639805654154	0.006419454723963447	0.00689776703672935	4597.420272889762	0.007713960216217629	0.00596631674344838	0.008395639805654154	0.006419454723963447	0.00689776703672935	4597.418573622334	0.007713960567061116		3304522607.0	150.0	0.00596631674344838	0.008395639805654154	0.006419454723963447	0.00689776703672935	4597.421972157189	0.007713959866149379	35		COMPLETE
36	0.0024670845605820305	2020-07-16 22:37:33.627853	2020-07-16 22:49:48.716511	0.9640900513788263	4.886596293155765	64	2	9	0.06664025300597423	128	0.9900760055369593	0.00010069732900334818	0.0024670845605820305	0.0005160738111421594	0.0010195604561589005	4756.841533872064	0.0018137287662428133	0.00010069732900334818	0.0024670845605820305	0.0005160738111421594	0.0010195604561589005	4756.83626614304	0.0018137392283498407		3579614941.0	150.0	0.00010069732900334818	0.0024670845605820305	0.0005160738111421594	0.0010195604561589005	4756.8468016010875	0.0018137185090810462	36		COMPLETE
37	0.001686680260806082	2020-07-16 22:49:48.720955	2020-07-16 22:54:26.609233	0.30029740904804736	27.551520270909457	64	1	8	0.07870942730851606	512	1.0143670207697608	0.00013845882737960376	0.001686680260806082	0.0004531379805150668	0.0008559272965284596	4873.73945824837	0.0015667358851375027	0.00013845882737960376	0.001686680260806082	0.0004531379805150668	0.0008559272965284596	4873.736021952018	0.0015667379473359863		2466937328.0	150.0	0.00013845882737960376	0.001686680260806082	0.0004531379805150668	0.0008559272965284596	4873.742894544722	0.0015667338432140568	37		COMPLETE
38		2020-07-16 22:54:26.610629	2020-07-16 22:54:34.557459	0.6342897184691838	22.551548337695117	128	2	7	0.07474227157660715	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									38	Setting status of trial#38 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
39	0.008030611988017017	2020-07-16 22:54:34.557474	2020-07-16 22:58:39.348435	0.4919996874004876	1.6573117574182548	64	1	1	0.009316847429175663	512	0.9650541025796109	0.005878206580570451	0.008030611988017017	0.00639428039171261	0.006834831206102258	4636.733303124134	0.007601100174841938	0.005878206580570451	0.008030611988017017	0.00639428039171261	0.006834831206102258	4636.73201923319	0.007601100489331061		2521320460.0	150.0	0.005878206580570451	0.008030611988017017	0.00639428039171261	0.006834831206102258	4636.734587015079	0.007601099860899387	39		COMPLETE
40	0.002366387231578682	2020-07-16 22:58:39.349873	2020-07-16 23:10:39.959657	0.604340642785738	29.701562246796218	64	1	7	0.024596127682333144	128	0.8646003817885533	0.00023915615638295194	0.002366387231578682	0.0007552299675251114	0.0012209551141655968	4152.478960551822	0.0020320109594643785	0.00023915615638295194	0.002366387231578682	0.0007552299675251114	0.0012209551141655968	4152.474297006772	0.0020320130499157426		3598701664.0	150.0	0.00023915615638295194	0.002366387231578682	0.0007552299675251114	0.0012209551141655968	4152.483624096871	0.002032008883370643	40		COMPLETE
41	0.0032223145281071418	2020-07-16 23:10:39.961209	2020-07-16 23:17:52.944714	0.28428853083688566	24.178877039789743	64	2	8	0.03971649199858288	256	0.793761373842996	0.0003272663192608816	0.0032223145281071418	0.0012083679480401782	0.0017496160914331747	3811.4979357047555	0.0023114054866782132	0.0003272663192608816	0.0032223145281071418	0.0012209551141655968	0.0017496160914331747	3811.479520680714	0.002312730833421467		147716842.0	150.0	0.0003272663192608816	0.0032223145281071418	0.0012083679480401782	0.0017496160914331747	3811.516350728797	0.002310281124064697	41		COMPLETE
42		2020-07-16 23:17:52.946294	2020-07-16 23:17:59.703330	0.21083648819106166	5.1129605919327625	128	2	1	0.08226557772951186	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									42	Setting status of trial#42 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
43		2020-07-16 23:17:59.703345	2020-07-16 23:18:07.612962	0.9733071942638563	28.75759213924511	128	2	10	0.08336170403412384	128														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									43	Setting status of trial#43 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
44	0.0028446995443445863	2020-07-16 23:18:07.612978	2020-07-16 23:28:28.426869	0.49795252554756864	26.008382631342116	64	2	3	0.033177265438192646	128	1.0132480406911757	0.0001636331596304408	0.0028446995443445863	0.0004279636482642298	0.0011328449512876672	4868.5337398987995	0.001748198285552182	0.0001636331596304408	0.0028446995443445863	0.0004279636482642298	0.0011328449512876672	4868.515784306322	0.0017482975598359927		1401565559.0	150.0	0.0001636331596304408	0.0028446995443445863	0.0004279636482642298	0.0011328449512876672	4868.551695491277	0.0017481018049565204	44		COMPLETE
45		2020-07-16 23:28:28.428707	2020-07-16 23:28:33.287130	0.2539528347031961	3.811464720252334	128	1	4	0.09679719992614572	256														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									45	Setting status of trial#45 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
46	0.0027565893814666567	2020-07-16 23:28:33.287146	2020-07-16 23:35:36.096297	0.986433252543255	19.47250779051715	64	1	4	0.06300724931023143	256	0.9316478842684813	0.0002265689902575334	0.0027565893814666567	0.0008559272965284596	0.0014097626060468745	4475.229325579639	0.0018818146899226547	0.0002265689902575334	0.0027565893814666567	0.0008559272965284596	0.0014097626060468745	4475.227110238401	0.0018818158251919317		4279828606.0	150.0	0.0002265689902575334	0.0027565893814666567	0.0008559272965284596	0.0014097626060468745	4475.231540920877	0.0018818135603881057	46		COMPLETE
47	0.007728520001006973	2020-07-16 23:35:36.097839	2020-07-16 23:45:35.534856	0.10015331169899112	12.090824695940546	64	1	1	0.07304234290542977	128	0.9487686943346657	0.004531379805150669	0.007728520001006973	0.00596631674344838	0.006532739219092213	4557.493656068273	0.006396500601854937	0.004531379805150669	0.007728520001006973	0.00596631674344838	0.006532739219092213	4557.48898622964	0.006396501600058196		2470017237.0	150.0	0.004531379805150669	0.007728520001006973	0.00596631674344838	0.006532739219092213	4557.498325906905	0.006396499605367195	47		COMPLETE
48		2020-07-16 23:45:35.536593	2020-07-16 23:45:38.962085	0.48080451770294486	17.256863208101585	128	2	3	0.06904327935779403	512														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									48	Setting status of trial#48 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
49		2020-07-16 23:45:38.962101	2020-07-16 23:45:42.383659	0.15041084246131764	17.813728127860248	128	1	8	0.05697334895731919	512														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									49	Setting status of trial#49 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
50		2020-07-16 23:45:42.383677	2020-07-16 23:45:45.783306	0.7429384625714246	15.226526455899009	128	1	7	0.011036785601264108	512														CUDA out of memory. Tried to allocate 4.71 GiB (GPU 0; 31.72 GiB total capacity; 23.22 GiB already allocated; 1.04 GiB free; 29.75 GiB reserved in total by PyTorch)									50	Setting status of trial#50 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
