number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10		2020-07-16 20:07:09.923075	2020-07-16 20:07:21.557803	0.7845002080747436	11.443796111276685	128	3	0.09413212859808619	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11		2020-07-16 20:07:21.557817	2020-07-16 20:07:26.201898	0.9424118663408436	21.304284850217623	128	5	0.03840849693314687	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12		2020-07-16 20:07:26.201915	2020-07-16 20:07:30.946803	0.7060780609543607	4.697816103177694	128	9	0.01669003988593988	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									12	Setting status of trial#12 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
13	0.007034755494714427	2020-07-16 20:07:30.946819	2020-07-16 20:35:40.919627	0.21864519592259424	11.362228963274916	64	6	0.06218269130509525	128	0.643489328094505	0.0008460719446345729	0.007034755494714427	0.002176971632823789	0.003745531979618222	3077.4558188835654	0.004862372055671481	0.0008460719446345729	0.007034755494714427	0.002176971632823789	0.003745531979618222	3077.4549585519812	0.004862375174301145		2892404662.0	200.0	0.0008460719446345729	0.007034755494714427	0.002176971632823789	0.003745531979618222	3077.4566792151495	0.004862368980857526	13		COMPLETE
14		2020-07-16 20:35:40.920975	2020-07-16 20:35:52.298945	0.7986114855033107	17.082036455473084	128	1	0.003272964783243222	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									14	Setting status of trial#14 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
15		2020-07-16 20:35:52.298963	2020-07-16 20:35:56.978658	0.9276461569630554	18.953222922119554	128	8	0.05412260079230629	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									15	Setting status of trial#15 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
16	0.01294775268081223	2020-07-16 20:35:56.978673	2020-07-16 20:47:14.486823	0.12586852061512913	17.599047166451257	64	7	0.017006689672624264	512	0.6433080017269328	0.0030895885618678226	0.01294775268081223	0.005846452201688342	0.008185033082363678	3077.0510780287473	0.00806878274743009	0.0030895885618678226	0.01294775268081223	0.005846452201688342	0.008185033082363678	3077.049490455548	0.008068786829648305		4130246023.0	200.0	0.0030895885618678226	0.01294775268081223	0.005846452201688342	0.008185033082363678	3077.052665601947	0.008068778704657746	16		COMPLETE
17		2020-07-16 20:47:14.488134	2020-07-16 20:47:21.990310	0.6055033692397221	8.920785670899768	128	9	0.028093398877381555	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									17	Setting status of trial#17 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
18	0.0047627195984485515	2020-07-16 20:47:21.990326	2020-07-16 21:08:55.687133	0.7963957146339026	7.069522999985766	64	10	0.04451691162679334	128	0.9622256403813007	0.0005798920069967298	0.0047627195984485515	0.0017301695946459806	0.0025857479656247622	4611.752875693969	0.0030929720195550536	0.0005798920069967298	0.0047627195984485515	0.0017301695946459806	0.0025857479656247622	4611.751920298121	0.003092985155509666		3318661662.0	150.0	0.0005798920069967298	0.0047627195984485515	0.0017301695946459806	0.0025857479656247622	4611.753831089817	0.0030929595257295195	18		COMPLETE
19		2020-07-16 21:08:55.688551	2020-07-16 21:09:07.165181	0.9191012988806301	7.653474471955809	128	2	0.0901995232958301	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									19	Setting status of trial#19 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
20	0.008099475245265799	2020-07-16 21:09:07.165196	2020-07-16 21:28:04.818629	0.45966943030860097	20.263982505510178	64	6	0.04184305334200906	128	0.9110862966914417	0.0028994600349836488	0.008099475245265799	0.004658148908662256	0.005694349380181003	4365.869738193019	0.005783562306596555	0.0028994600349836488	0.008099475245265799	0.004658148908662256	0.005694349380181003	4365.868459578675	0.005783564504010376		4202295372.0	150.0	0.0028994600349836488	0.008099475245265799	0.004658148908662256	0.005694349380181003	4365.871016807362	0.005783560131991527	20		COMPLETE
21	0.004829264582858012	2020-07-16 21:28:04.819881	2020-07-16 21:44:18.155832	0.1537780499756772	5.795577548414659	64	3	0.05337140955468754	256	0.908783247477513	0.0004943341698988516	0.004829264582858012	0.0014544832306639288	0.002471670849494258	4354.388579930032	0.002955225561915285	0.0004943341698988516	0.004829264582858012	0.0014544832306639288	0.002471670849494258	4354.387624534185	0.002955226208660914		3736005236.0	200.0	0.0004943341698988516	0.004829264582858012	0.0014544832306639288	0.002471670849494258	4354.38953532588	0.0029552249183853615	21		COMPLETE
22		2020-07-16 21:44:18.157219	2020-07-16 21:44:22.823280	0.8602585284565973	9.185839406177818	128	3	0.04041334656510127	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									22	Setting status of trial#22 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
23	0.0066640048672902885	2020-07-16 21:44:22.823295	2020-07-16 22:08:21.072857	0.15196833930187184	3.809429668201096	64	4	0.06185017063267098	256	0.656311153501772	0.0007510076811924861	0.0066640048672902885	0.001929804547874363	0.003355768499505666	3138.6093476690244	0.004548152526421715	0.0007510076811924861	0.0066640048672902885	0.001929804547874363	0.003355768499505666	3138.6085919081297	0.004548155314799606		1602975050.0	250.0	0.0007510076811924861	0.0066640048672902885	0.001929804547874363	0.003355768499505666	3138.6101034299186	0.004548149760889696	23		COMPLETE
24		2020-07-16 22:08:21.074307	2020-07-16 22:08:25.767363	0.6864401529970114	9.194572170895071	128	7	0.08998047290698376	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									24	Setting status of trial#24 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
25	0.007529089664613279	2020-07-16 22:08:25.767378	2020-07-16 22:45:43.923388	0.8397976908240747	6.047339810874899	64	6	0.07161202409048627	128	0.6497317593094073	0.0007034755494714427	0.007529089664613279	0.0022245037645448325	0.0035744163054224655	3106.853201764393	0.00490775645210314	0.0007034755494714427	0.007529089664613279	0.0022245037645448325	0.0035744163054224655	3106.8525838466803	0.0049077576762496045		2948925290.0	250.0	0.0007034755494714427	0.007529089664613279	0.0022245037645448325	0.0035744163054224655	3106.853819682105	0.004907755235571089	25		COMPLETE
26	0.0042683854285497	2020-07-16 22:45:43.924718	2020-07-16 22:52:38.312130	0.9406237037971673	6.645415664807706	64	1	0.06510048804425128	512	0.9562018145723756	0.0005323598752756864	0.0042683854285497	0.001483002509696555	0.002291048748954293	4582.746035820214	0.002911419497031129	0.0005323598752756864	0.0042683854285497	0.001483002509696555	0.002291048748954293	4582.745294318959	0.002911420160688626		3046016197.0	150.0	0.0005323598752756864	0.0042683854285497	0.001483002509696555	0.002291048748954293	4582.746777321469	0.002911418836232073	26		COMPLETE
27	0.010761274621644232	2020-07-16 22:52:38.313478	2020-07-16 23:08:48.039773	0.13020270263396824	17.524213710951777	64	2	0.03639214662491685	256	0.6737835818750981	0.0031846528253099094	0.010761274621644232	0.00557076583770629	0.007424518974826983	3223.336998060689	0.007328268623055592	0.0031846528253099094	0.010761274621644232	0.00557076583770629	0.007424518974826983	3223.335643394935	0.007328270112608149		279477335.0	200.0	0.0031846528253099094	0.010761274621644232	0.00557076583770629	0.007424518974826983	3223.338352726443	0.007328267142360282	27		COMPLETE
28		2020-07-16 23:08:48.041259	2020-07-16 23:08:52.697897	0.8796683368898195	23.391446144927265	128	2	0.033308692937039454	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									28	Setting status of trial#28 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
29		2020-07-16 23:08:52.697913	2020-07-16 23:08:57.350265	0.5459637379837313	3.0423346745449975	128	7	0.027806052709216014	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									29	Setting status of trial#29 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
30	0.008223058787740512	2020-07-16 23:08:57.350282	2020-07-16 23:19:53.426619	0.43300944212883974	17.88476457508183	64	2	0.06287939841106319	256	0.8018095231676174	0.003175146398965701	0.008223058787740512	0.004496539660810708	0.005846452201688342	3839.6617233249676	0.006027842958543372	0.003175146398965701	0.008223058787740512	0.004496539660810708	0.005846452201688342	3839.6603924252795	0.0060278450641985505		263831609.0	150.0	0.003175146398965701	0.008223058787740512	0.004496539660810708	0.005846452201688342	3839.6630542246558	0.006027840870607762	30		COMPLETE
31	0.011170050954445204	2020-07-16 23:19:53.427975	2020-07-16 23:31:03.396992	0.16612157472973663	16.66363784577494	64	4	0.002614133153917015	512	0.7592120962221571	0.0031276142672446573	0.011170050954445204	0.005608791543083125	0.007395999695794357	3634.856990075291	0.006961905758116502	0.0031276142672446573	0.011170050954445204	0.005608791543083125	0.007395999695794357	3634.8550555175298	0.006961907068119586		2958791689.0	200.0	0.0031276142672446573	0.011170050954445204	0.005608791543083125	0.007395999695794357	3634.858924633052	0.006961904453178344	31		COMPLETE
32		2020-07-16 23:31:03.398322	2020-07-16 23:31:16.455625	0.9901711544583319	3.9097648902384265	128	9	0.08899182152679123	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									32	Setting status of trial#32 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
33	0.012424899231880752	2020-07-16 23:31:16.455641	2020-07-16 23:42:34.862687	0.2216349932791925	25.014100347508048	64	8	0.008923300146807298	512	0.6821634301657059	0.0033652749258498743	0.012424899231880752	0.006150657844703019	0.008232565214084721	3263.884862917332	0.007839983413725776	0.0033652749258498743	0.012424899231880752	0.006150657844703019	0.008232565214084721	3263.883213552361	0.00783998459941135		815831800.0	200.0	0.0033652749258498743	0.012424899231880752	0.006150657844703019	0.008232565214084721	3263.8865122823026	0.007839982232100468	33		COMPLETE
34		2020-07-16 23:42:34.864074	2020-07-16 23:42:42.301578	0.897698829000837	27.97032309208446	128	4	0.00773727779292395	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									34	Setting status of trial#34 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
35	0.007491063959236444	2020-07-16 23:42:42.301595	2020-07-17 00:04:13.412495	0.9432600368861146	21.057685047551676	64	8	0.05518363346277809	128	0.9511277135109696	0.0026142672446573885	0.007491063959236444	0.00419233401779603	0.005361624458133698	4558.624268005172	0.005371290075514451	0.0026142672446573885	0.007491063959236444	0.00419233401779603	0.005361624458133698	4558.623079701879	0.005371290600852788		2818018352.0	150.0	0.0026142672446573885	0.007491063959236444	0.00419233401779603	0.005361624458133698	4558.625456308465	0.005371289551711211	35		COMPLETE
36		2020-07-17 00:04:13.413957	2020-07-17 00:04:24.874364	0.7407225034232591	29.995097389833166	128	2	0.07603317460045418	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									36	Setting status of trial#36 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
37		2020-07-17 00:04:24.874379	2020-07-17 00:04:29.476305	0.7115457670189875	11.608249168381011	128	3	0.06254327168248393	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									37	Setting status of trial#37 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
38	0.010152863335614876	2020-07-17 00:04:29.476322	2020-07-17 00:19:24.198603	0.8331468689241354	20.7382771851797	64	8	0.07960981848961392	512	0.6333019725887635	0.002433645144117423	0.010152863335614876	0.004591603924252795	0.006245722108145106	3028.7081954901514	0.006757165714959751	0.002433645144117423	0.010152863335614876	0.004591603924252795	0.006245722108145106	3028.707192562172	0.006757166427347794		3601779086.0	250.0	0.002433645144117423	0.010152863335614876	0.004591603924252795	0.006245722108145106	3028.7091984181307	0.006757165004570708	38		COMPLETE
39		2020-07-17 00:19:24.199982	2020-07-17 00:19:35.563422	0.9171500358902414	4.896138223924707	128	1	0.07907786044892422	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									39	Setting status of trial#39 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
40		2020-07-17 00:19:35.563438	2020-07-17 00:19:40.164287	0.4384710382763001	4.2410433552179505	128	2	0.023278562820270843	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									40	Setting status of trial#40 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
41		2020-07-17 00:19:40.164303	2020-07-17 00:19:47.596761	0.9927280377232528	29.306848927251146	128	10	0.05640134802084905	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									41	Setting status of trial#41 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
42	0.010067305498516997	2020-07-17 00:19:47.596777	2020-07-17 00:31:06.187864	0.5253090243330583	14.688540954037	64	9	0.03856677083470079	512	0.6863594533307313	0.00310860141455624	0.010067305498516997	0.005266560194691612	0.0065784470301924105	3284.1350435394324	0.006838392360887156	0.00310860141455624	0.010067305498516997	0.005266560194691612	0.0065784470301924105	3284.1336318351205	0.006838392913530672		3575864961.0	200.0	0.00310860141455624	0.010067305498516997	0.005266560194691612	0.0065784470301924105	3284.136455243745	0.006838391809624838	42		COMPLETE
43		2020-07-17 00:31:06.189262	2020-07-17 00:31:13.669936	0.9607786492412398	13.30730031242893	128	10	0.08814653051066776	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									43	Setting status of trial#43 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
44	0.008736405810327781	2020-07-17 00:31:13.669953	2020-07-17 00:42:31.809389	0.337030700584003	21.642323424371792	64	5	0.0948380085584365	512	0.707046817193778	0.0027093315080994754	0.008736405810327781	0.004420488250057039	0.005893984333409385	3383.4724551296677	0.0061219712177093405	0.0027093315080994754	0.008736405810327781	0.004429994676401247	0.005893984333409385	3383.471300098867	0.006122424875325623		2011999640.0	200.0	0.0027093315080994754	0.008736405810327781	0.004420488250057039	0.005893984333409385	3383.4736101604685	0.006121630735324125	44		COMPLETE
45	0.004582097497908586	2020-07-17 00:42:31.810607	2020-07-17 01:01:26.174282	0.14531172980773233	3.930716744305095	64	3	0.026961650640735538	128	0.9607011296986127	0.0007605141075366948	0.004582097497908586	0.001654118183892311	0.002433645144117423	4604.48918168682	0.003118086504087852	0.0007605141075366948	0.004582097497908586	0.001654118183892311	0.002433645144117423	4604.487898319264	0.003118087069569409		635602541.0	150.0	0.0007605141075366948	0.004582097497908586	0.001654118183892311	0.002433645144117423	4604.490465054377	0.0031180859405974324	45		COMPLETE
46		2020-07-17 01:01:26.175854	2020-07-17 01:01:30.842949	0.1484902813173043	7.7069349665718825	128	4	0.009807320017572955	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									46	Setting status of trial#46 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
47	0.007405506122138566	2020-07-17 01:01:30.842964	2020-07-17 01:20:27.792178	0.8094706502039389	12.994409491886918	64	3	0.0906486579116564	128	0.651513643464851	0.0010932390295839989	0.007405506122138566	0.0027378507871321013	0.004173321165107613	3115.753460339189	0.005139407411947022	0.0010932390295839989	0.007405506122138566	0.0027378507871321013	0.004173321165107613	3115.752766370066	0.005139409004558869		2641632405.0	150.0	0.0010932390295839989	0.007405506122138566	0.0027378507871321013	0.004173321165107613	3115.7541543083125	0.005139405831866331	47		COMPLETE
48	0.011236595938854666	2020-07-17 01:20:27.793501	2020-07-17 01:48:36.283212	0.7679196687889414	16.73391373281806	64	3	0.009864516086428934	128	0.9234887121097998	0.004173321165107613	0.011236595938854666	0.006445357061373488	0.008070955966233173	4425.856072705149	0.007518628785257186	0.004173321165107613	0.011236595938854666	0.006445357061373488	0.008070955966233173	4425.854361548407	0.007518630141461567		1770463718.0	200.0	0.004173321165107613	0.011236595938854666	0.006445357061373488	0.008070955966233173	4425.85778386189	0.00751862743582931	48		COMPLETE
49		2020-07-17 01:48:36.284546	2020-07-17 01:48:49.317385	0.6349648763731661	14.85696123429012	128	9	0.002156063504038224	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									49	Setting status of trial#49 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
50		2020-07-17 01:48:49.317401	2020-07-17 01:48:53.937040	0.8029402121791565	11.026745503213851	128	6	0.0055093780374156865	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 15.47 GiB already allocated; 4.74 GiB free; 26.05 GiB reserved in total by PyTorch)									50	Setting status of trial#50 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
51	0.00845121302000152	2020-07-17 01:48:53.937064	2020-07-17 01:56:35.051231	0.6556248663473995	26.509360821508015	64	8	0.09065821218379487	512	0.9143807862028017	0.0031941592516541184	0.00845121302000152	0.004857783861890638	0.005998555023195681	4381.754910069207	0.00603606229125073	0.0031941592516541184	0.00845121302000152	0.004857783861890638	0.005998555023195681	4381.753564909879	0.0060360625696071896		2026835814.0	150.0	0.0031941592516541184	0.00845121302000152	0.004857783861890638	0.005998555023195681	4381.756255228534	0.0060360620133370225	51		COMPLETE
52	0.0072248840215986005	2020-07-17 01:56:35.052697	2020-07-17 02:07:30.312117	0.36561094555136	28.891750356383618	64	3	0.08657391023596815	256	0.8590863819640561	0.0025096965548710927	0.0072248840215986005	0.004087763328009734	0.005181002357593734	4115.166039242528	0.005277309289684722	0.0025096965548710927	0.0072248840215986005	0.004087763328009734	0.005181002357593734	4115.164537227166	0.005277315482823274		3030162320.0	150.0	0.0025096965548710927	0.0072248840215986005	0.004087763328009734	0.005181002357593734	4115.167541257891	0.005277303259793515	52		COMPLETE
53	0.012187238573275534	2020-07-17 02:07:30.313478	2020-07-17 02:35:39.381362	0.5996291315983945	20.2965217970935	64	5	0.02640607320957193	128	0.6349491743721811	0.003745531979618222	0.012187238573275534	0.00607460643394935	0.008175526656019469	3036.7179585900067	0.008421990961586337	0.003745531979618222	0.012187238573275534	0.00607460643394935	0.008175526656019469	3036.716784546353	0.008422050768691017		308683702.0	200.0	0.003745531979618222	0.012187238573275534	0.00607460643394935	0.008175526656019469	3036.71913263366	0.008421936763620099	53		COMPLETE
