number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10		2020-07-24 16:12:50.672686	2020-07-24 16:12:55.451857	0.7188127974687488	3.942863908059104	128	3	0.07578785446897239	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11	0.006460282699581923	2020-07-24 16:12:55.451875	2020-07-24 16:24:55.630912	0.10800439920558237	9.944657828959015	64	6	0.04446921513838123	256	0.7463163697586324	0.0014134979096157676	0.006460282699581923	0.002787178976707147	0.003882142146127812	3574.450880947641	0.004278051452988405	0.0014134979096157676	0.006460282699581923	0.002787178976707147	0.003882142146127812	3574.4498506868404	0.004278051933531376		1062073373.0	150.0	0.0014134979096157676	0.006460282699581923	0.002787178976707147	0.003882142146127812	3574.4519112084413	0.004278050973481062	11		COMPLETE
12	0.007415886920167231	2020-07-24 16:24:55.632884	2020-07-24 16:35:30.321709	0.5960413365614566	28.10259749870335	64	1	0.08591754064794624	256	0.7869535828300709	0.0030758510850089587	0.007415886920167231	0.0043997610989448535	0.005454907425841131	3769.7910959585906	0.005631313219916786	0.0030758510850089587	0.007415886920167231	0.0043997610989448535	0.005454907425841131	3769.789667529365	0.005631314230284517		956648149.0	150.0	0.0030758510850089587	0.007415886920167231	0.0043997610989448535	0.005454907425841131	3769.7925243878162	0.005631312215283156	12		COMPLETE
13		2020-07-24 16:35:30.323392	2020-07-24 16:35:35.085533	0.34284305542326565	26.61036334656881	128	3	0.09768527418118834	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									13	Setting status of trial#13 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
14	0.004887517419868604	2020-07-24 16:35:35.085550	2020-07-24 16:46:09.172060	0.4652011426714049	15.961516723993403	64	1	0.07999492049943914	256	0.93237030694613	0.0012343221182560223	0.004887517419868604	0.002359147919569978	0.003055942663746765	4469.766081027275	0.0034722983974475566	0.0012343221182560223	0.004887517419868604	0.002359147919569978	0.003055942663746765	4469.765090583317	0.00347230237776101		2359508898.0	150.0	0.0012343221182560223	0.004887517419868604	0.002359147919569978	0.003055942663746765	4469.767071471232	0.00347229450696562	14		COMPLETE
15		2020-07-24 16:46:09.173662	2020-07-24 16:46:13.988340	0.8869495486305635	6.491320447864092	128	7	0.0581195221837343	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									15	Setting status of trial#15 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
16		2020-07-24 16:46:13.988357	2020-07-24 16:46:18.833317	0.3570749450607552	19.540856205511158	128	9	0.05322961221019542	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									16	Setting status of trial#16 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
17		2020-07-24 16:46:18.833334	2020-07-24 16:46:23.558963	0.2959818362392731	5.519558720430143	128	4	0.010882757146123648	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									17	Setting status of trial#17 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
18		2020-07-24 16:46:23.558979	2020-07-24 16:46:31.016381	0.1932423782229295	12.777266941169925	128	6	0.05152901517928089	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									18	Setting status of trial#18 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
19	0.012960382241688235	2020-07-24 16:46:31.016398	2020-07-24 16:57:37.039447	0.4215485163765639	16.196274153761294	64	8	0.015187377039286538	512	0.6451901205735084	0.004638662154091181	0.012960382241688235	0.006957993231136771	0.008879155882938482	3087.825462870794	0.00920008003449887	0.004638662154091181	0.012960382241688235	0.006957993231136771	0.008879155882938482	3087.8238403344617	0.009200090620103853		3025971273.0	200.0	0.004638662154091181	0.012960382241688235	0.006957993231136771	0.008879155882938482	3087.827085407127	0.00920006965986582	19		COMPLETE
20		2020-07-24 16:57:37.041331	2020-07-24 16:57:48.685978	0.8553831232218884	1.051768593858506	128	5	0.026600003270122886	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									20	Setting status of trial#20 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
21		2020-07-24 16:57:48.685995	2020-07-24 16:58:00.413185	0.7378836955066569	21.725941594777993	128	4	0.025352297861145325	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									21	Setting status of trial#21 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
22	0.00369301214413697	2020-07-24 16:58:00.413202	2020-07-24 17:10:10.646759	0.7315118799680217	1.3566960862738604	64	9	0.07076701387916982	256	0.9799271295288707	0.0003085805295640056	0.00369301214413697	0.0010053752737407924	0.0017917579135974518	4698.740389209635	0.002523785119281553	0.0003085805295640056	0.00369301214413697	0.0010053752737407924	0.0017917579135974518	4698.73927931515	0.0025237856824125017		2394299081.0	150.0	0.0003085805295640056	0.00369301214413697	0.0010053752737407924	0.0017917579135974518	4698.741499104121	0.002523784557532629	22		COMPLETE
23	0.005673900059725264	2020-07-24 17:10:10.648402	2020-07-24 17:28:39.113137	0.200728003716154	8.178739211315397	64	2	0.06142855903766852	128	0.6586840566303166	0.0005673900059725264	0.005673900059725264	0.0017519410710730638	0.0029564005574357955	3152.315802309377	0.0041938193562364055	0.0005673900059725264	0.005673900059725264	0.0017519410710730638	0.0029564005574357955	3152.315239896476	0.004193821826311178		1938567788.0	150.0	0.0005673900059725264	0.005673900059725264	0.0017519410710730638	0.0029564005574357955	3152.3163647222777	0.004193816909615972	23		COMPLETE
24	0.007216802707545292	2020-07-24 17:28:39.115117	2020-07-24 17:40:35.566905	0.20352892724903432	9.628413700406748	64	4	0.027557395715255586	256	0.9702194618185437	0.0023392394983077843	0.007216802707545292	0.003832371092972327	0.00496715110491738	4652.318002189926	0.0049867159778483015	0.0023392394983077843	0.007216802707545292	0.003832371092972327	0.00496715110491738	4652.316693211228	0.004986716359250687		2708081597.0	150.0	0.0023392394983077843	0.007216802707545292	0.003832371092972327	0.00496715110491738	4652.319311168624	0.0049867155974474345	24		COMPLETE
25		2020-07-24 17:40:35.568486	2020-07-24 17:40:46.894339	0.11319581159434165	26.215886650479376	128	5	0.029171566480924165	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									25	Setting status of trial#25 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
26		2020-07-24 17:40:46.894355	2020-07-24 17:40:51.619225	0.5313448204060596	29.942754762883794	128	3	0.05832563126236772	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									26	Setting status of trial#26 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
27		2020-07-24 17:40:51.619245	2020-07-24 17:41:04.406327	0.8173281265669078	12.145232706505935	128	7	0.024701901890134426	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									27	Setting status of trial#27 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
28		2020-07-24 17:41:04.406343	2020-07-24 17:41:09.085504	0.42658656791071037	25.412415893050458	128	2	0.07662177510573748	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									28	Setting status of trial#28 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
29	0.00954608799522198	2020-07-24 17:41:09.085521	2020-07-24 17:59:35.931132	0.6593010527720221	14.13663728535672	64	4	0.01913041425227963	128	0.8666602075928176	0.0043997610989448535	0.00954608799522198	0.006042205853075851	0.007276527971331873	4153.7591031256225	0.007165248084172335	0.0043997610989448535	0.00954608799522198	0.006042205853075851	0.007276527971331873	4153.757714513239	0.0071652485923182		2523805653.0	150.0	0.0043997610989448535	0.00954608799522198	0.006042205853075851	0.007276527971331873	4153.760491738005	0.007165247577645469	29		COMPLETE
30	0.0037925542504479394	2020-07-24 17:59:35.933008	2020-07-24 18:30:43.194474	0.14463383641118335	3.9043875243077184	64	10	0.04353528920435529	128	0.8593555424272297	0.0004778021102926538	0.0037925542504479394	0.0012144136969938284	0.001970933704957197	4118.133441170615	0.0027033250260483583	0.0004778021102926538	0.0037925542504479394	0.0012144136969938284	0.001970933704957197	4118.13234123034	0.0027033254101649796		3060815763.0	200.0	0.0004778021102926538	0.0037925542504479394	0.0012144136969938284	0.001970933704957197	4118.13454111089	0.002703324642653019	30		COMPLETE
31		2020-07-24 18:30:43.196468	2020-07-24 18:30:47.946637	0.3350842806927815	4.994227426315318	128	3	0.09073486328980243	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									31	Setting status of trial#31 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
32		2020-07-24 18:30:47.946653	2020-07-24 18:30:52.700030	0.6594504378407596	11.050210498842178	128	5	0.046695970782685975	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									32	Setting status of trial#32 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
33	0.00888911009356958	2020-07-24 18:30:52.700052	2020-07-24 18:38:20.088410	0.11521262304026382	20.334422125787533	64	4	0.040064323682123905	512	0.9019170951284555	0.003832371092972327	0.00888911009356958	0.005395182162054549	0.006549870595261796	4323.456136770854	0.006562717714881541	0.003832371092972327	0.00888911009356958	0.005395182162054549	0.006549870595261796	4323.454678478996	0.006562718314890537		2546118037.0	150.0	0.003832371092972327	0.00888911009356958	0.005395182162054549	0.006549870595261796	4323.457595062711	0.006562717116418587	33		COMPLETE
34		2020-07-24 18:38:20.089972	2020-07-24 18:38:26.718521	0.8918561690692577	8.053419170728336	128	1	0.03815507203080126	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									34	Setting status of trial#34 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
35		2020-07-24 18:38:26.718539	2020-07-24 18:38:31.413563	0.9392910605294047	9.259420400149464	128	4	0.012892013577140954	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									35	Setting status of trial#35 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
36		2020-07-24 18:38:31.413579	2020-07-24 18:38:36.231574	0.9300513146317563	13.074917316238016	128	9	0.08160074336019607	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									36	Setting status of trial#36 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
37		2020-07-24 18:38:36.231590	2020-07-24 18:38:43.599580	0.5613210921564058	19.04947796813247	128	4	0.0796863090490745	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									37	Setting status of trial#37 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
38	0.005225960581325901	2020-07-24 18:38:43.599597	2020-07-24 18:46:14.667062	0.9840417132259498	7.221238667597583	64	6	0.06236821529394969	512	0.9747771296734802	0.0011646426438383436	0.005225960581325901	0.0022396973919968145	0.0031455305594266375	4674.155609197691	0.0035663585111568945	0.0011646426438383436	0.005225960581325901	0.0022396973919968145	0.0031455305594266375	4674.154748158471	0.0035663587577554855		3201418034.0	150.0	0.0011646426438383436	0.005225960581325901	0.0022396973919968145	0.0031455305594266375	4674.1564702369105	0.003566358265024278	38		COMPLETE
39		2020-07-24 18:46:14.668663	2020-07-24 18:46:19.452891	0.12383539233698278	8.191783258599056	128	6	0.012738615890933957	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									39	Setting status of trial#39 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
40		2020-07-24 18:46:19.452907	2020-07-24 18:46:30.764893	0.552273102830609	20.161760746688888	128	3	0.027473422534583264	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									40	Setting status of trial#40 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
41	0.01097949432609994	2020-07-24 18:46:30.764911	2020-07-24 19:04:25.083522	0.33038716925963196	16.18894643754539	64	9	0.02548044671817846	256	0.6656855200747017	0.0038423253036034243	0.01097949432609994	0.005853075851085009	0.007326299024487358	3186.3546287079434	0.007849462063572737	0.0038423253036034243	0.01097949432609994	0.005853075851085009	0.007326299024487358	3186.3532550268765	0.007849466846997088		277920950.0	200.0	0.0038423253036034243	0.01097949432609994	0.005853075851085009	0.007326299024487358	3186.3560023890104	0.007849457393651517	41		COMPLETE
42	0.009824805892892693	2020-07-24 19:04:25.085567	2020-07-24 19:31:45.817916	0.9590323951243079	18.593161403640387	64	2	0.03943039756784918	128	0.6667880511672113	0.0031753931913199285	0.009824805892892693	0.004937288473024089	0.006420465857057535	3191.5366663348595	0.00702492824350357	0.0031753931913199285	0.009824805892892693	0.004937288473024089	0.006420465857057535	3191.5355863030063	0.007024932431217421		35202059.0	200.0	0.0031753931913199285	0.009824805892892693	0.004937288473024089	0.006420465857057535	3191.5377463667132	0.007024924146698765	42		COMPLETE
43	0.009207644833764683	2020-07-24 19:31:45.819940	2020-07-24 19:41:38.216167	0.6816740021521448	23.921275722560118	64	1	0.011137526051292548	512	0.8046619454402171	0.0031156679275333465	0.009207644833764683	0.004957196894286283	0.006510053752737408	3855.2686342823013	0.006267312159539998	0.0031156679275333465	0.009207644833764683	0.004957196894286283	0.006510053752737408	3855.2670913796537	0.0062673132607409246		968278923.0	200.0	0.0031156679275333465	0.009207644833764683	0.004957196894286283	0.006510053752737408	3855.2701771849493	0.006267311066239043	43		COMPLETE
44		2020-07-24 19:41:38.217791	2020-07-24 19:41:45.669752	0.6538811219658532	20.390477359278947	128	7	0.09223479773806093	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									44	Setting status of trial#44 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
45	0.004230539518216205	2020-07-24 19:41:45.669768	2020-07-24 19:53:43.514662	0.6520303417491748	4.823567231290575	64	5	0.041252288512811625	256	0.9749492598552215	0.0006271152697591081	0.004230539518216205	0.00150308580529564	0.002329285287676687	4675.135267768266	0.0028790611233995	0.0006271152697591081	0.004230539518216205	0.00150308580529564	0.002329285287676687	4675.134282301414	0.002879063042621453		1633908981.0	150.0	0.0006271152697591081	0.004230539518216205	0.00150308580529564	0.002329285287676687	4675.136253235119	0.00287905922323053	45		COMPLETE
46	0.008182361138761696	2020-07-24 19:53:43.517105	2020-07-24 20:14:40.874623	0.1469162071890834	24.57745340526336	64	8	0.05884776928302492	128	0.7471945311545766	0.0030459884531156677	0.008182361138761696	0.004469440573362533	0.005813259008560621	3578.5421859446546	0.006092683422859983	0.0030459884531156677	0.008182361138761696	0.004469440573362533	0.005813259008560621	3578.540822217798	0.006092686676529545		3066114076.0	150.0	0.0030459884531156677	0.008182361138761696	0.004469440573362533	0.005813259008560621	3578.543549671511	0.006092680212004616	46		COMPLETE
47	0.006301015329484372	2020-07-24 20:14:40.876666	2020-07-24 20:33:00.088794	0.9856863214788084	22.071233820600455	64	1	0.09878072249030433	128	0.7803764593478142	0.0021501094963169423	0.006301015329484372	0.003424248457097352	0.0042504479394784	3738.1051811666334	0.004692049524908558	0.0021501094963169423	0.006301015329484372	0.003424248457097352	0.0042504479394784	3738.1043499900456	0.004692050029206558		515926260.0	150.0	0.0021501094963169423	0.006301015329484372	0.003424248457097352	0.0042504479394784	3738.106012343221	0.004692049022136402	47		COMPLETE
48		2020-07-24 20:33:00.090483	2020-07-24 20:33:07.543633	0.34941908818069645	20.954696061775138	128	8	0.01863534262828359	256														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									48	Setting status of trial#48 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
49		2020-07-24 20:33:07.543649	2020-07-24 20:33:12.284592	0.6173415430868299	5.592010570996415	128	7	0.07534573238486006	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									49	Setting status of trial#49 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
50		2020-07-24 20:33:12.284609	2020-07-24 20:33:16.588226	0.9191638210194152	1.0217803660059863	128	1	0.06703299613379314	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									50	Setting status of trial#50 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
51		2020-07-24 20:33:16.588243	2020-07-24 20:33:27.903759	0.6047871470011329	27.90751289427717	128	4	0.059396914202118865	128														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									51	Setting status of trial#51 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
52	0.003493927931515031	2020-07-24 20:33:27.903778	2020-07-24 21:00:51.321734	0.4727084144135606	8.086202069557231	64	2	0.08495218127080731	128	0.7236792331354469	0.0005375273740792356	0.003493927931515031	0.0011546884332072466	0.0019211626518017121	3465.159167827991	0.0028703661786655503	0.0005375273740792356	0.003493927931515031	0.0011546884332072466	0.0019211626518017121	3465.158560621143	0.00287036731716616		2721440448.0	200.0	0.0005375273740792356	0.003493927931515031	0.0011546884332072466	0.0019211626518017121	3465.1597750348396	0.0028703650460199202	52		COMPLETE
53	0.004987059526179574	2020-07-24 21:00:51.323434	2020-07-24 21:12:49.393973	0.6855399483370571	3.2669324484623776	64	7	0.023096710015841106	256	0.9770558616898861	0.0009356957993231137	0.004987059526179574	0.002130201075054748	0.0029066295042803106	4685.113836352777	0.003370179715508759	0.0009356957993231137	0.004987059526179574	0.002130201075054748	0.0029066295042803106	4685.112502488552	0.0033701804768730393		984877492.0	150.0	0.0009356957993231137	0.004987059526179574	0.002130201075054748	0.0029066295042803106	4685.115170217002	0.003370178956977906	53		COMPLETE
54		2020-07-24 21:12:49.396026	2020-07-24 21:12:54.129934	0.543294499799599	24.612786930374284	128	4	0.06722255441321061	512														CUDA out of memory. Tried to allocate 9.41 GiB (GPU 0; 31.72 GiB total capacity; 14.78 GiB already allocated; 2.52 GiB free; 28.28 GiB reserved in total by PyTorch)									54	Setting status of trial#54 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
